No,연번,브랜드명,사업장명,대표자명,업종(중분류),업종(소분류),주소,경도,위도,상태
81,13181,세계일류상품,(주)퓨리텍,조윤제,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,경기 평택시 산단로 63-16 (모곡동),127.077883539471,37.0393364363747,정좌표
82,13182,세계일류상품,(주)디와이엠 솔루션,박동하,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,"충남 천안시 서북구 2공단8길 50 (업성동, (주)DYM)",127.123102191362,36.8581966835646,정좌표
83,13183,세계일류상품,(주)서울엔지니어링,이원석/오세철,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,인천 미추홀구 방축로 332 (주안동),126.680649114351,37.4737273896001,정좌표
84,13184,세계일류상품,(주)엠큐브테크놀로지,김정회,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,서울 중랑구 봉화산로 123 803 (상봉동),127.087794932071,37.6040263860379,정좌표
85,13185,세계일류상품,(주)아이엠,박세철,사업지원 서비스업,기타 사업지원 서비스업,경기도 용인시 기흥구  탑실로35번길 8-4 (공세동) (주)아이엠,127.111491216386,37.2395452314811,정좌표
86,13186,세계일류상품,(주)태광,윤성덕,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,부산 강서구 녹산산업대로 117-12 (송정동),128.833072646379,35.090162292242,정좌표
87,13187,세계일류상품,(주)종근당바이오,이정진,의료용 물질 및 의약품 제조업,의약품 제조업,서울 서대문구 충정로 8 (충정로3가),126.963202083863,37.5596784000489,정좌표
88,13188,세계일류상품,(주)제4기한국,백태일,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기도 시흥시 엠티브이25로58번길 17 ,126.713190222064,37.3199816044658,정좌표
89,13189,세계일류상품,코리아에프티(주),오원석,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경기도 안성시 원곡면 섬바위길 23 (원곡면),127.15209944774,37.0106400371062,정좌표
90,13190,세계일류상품,(주)우영메디칼,이영규,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,충북 진천군 진천읍 상신2길 98 ((주)우영메디칼),127.470509421345,36.8675506175571,정좌표
91,13191,세계일류상품,(주)태양,현창수,기타 제품 제조업,그 외 기타 제품 제조업,충남 천안시 서북구 업성1길 27 (업성동),127.125622335409,36.8556975091095,정좌표
92,13192,세계일류상품,(주)트라이비스,박재완,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"경기도 안양시 만안구  일직로 88 (석수동, 케이타워) 동관5층",126.890948135442,37.4200538400601,정좌표
93,13193,세계일류상품,(주)부일금고,박재환,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경상남도 김해시 주촌면 골든루트로 103-20 (주촌면),128.826533381653,35.215104295601,정좌표
94,13194,세계일류상품,(주)한스코,정창근,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,대전 대덕구 문평서로17번길 35 (문평동),127.397758656598,36.44104786455,정좌표
95,13195,세계일류상품,(주)대륙제관,박봉국/박봉준,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,충남 아산시 영인면 영인로202번길 17 ,126.9505524811,36.8675428821139,정좌표
96,13196,세계일류상품,(주)테스,주숭일/이재호,전기장비 제조업,기타 전기장비 제조업,경기 용인시 처인구 양지면 중부대로 2374-36 (TES),127.301849681369,37.2341419299972,정좌표
97,13197,세계일류상품,동양주공(주),백광일/백준석,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,인천 남동구 호구포로120번길 104 110B 2L (고잔동),126.710164928972,37.3920335826007,정좌표
98,13198,세계일류상품,(주)백산,김상화/김한준,"의복, 의복 액세서리 및 모피제품 제조업",모피제품 제조업,경기 시흥시 공단1대로27번길 47 1나201호 (정왕동),126.712277573144,37.3517229207705,정좌표
99,13199,세계일류상품,(주)태웅,최승식,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,부산광역시 강서구 녹산산단27로 67 ,128.829064890998,35.1008311215772,정좌표
100,13200,세계일류상품,(주)후세메닉스,최병철,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 안산시 단원구 원시로 253-17 반월공단 B1-81-1 (원시동),126.784445167116,37.3202470193496,정좌표
1,13201,세계일류상품,디씨엠(주),정연택,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경남 양산시 웅상농공단지길 55 (덕계동),129.16230619534,35.3664511145476,정좌표
2,13202,세계일류상품,금호폴리켐(주),박찬구/스기모토타케시,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,"서울 중구 청계천로 100 동관 8층 (수표동, 시그니쳐타워)",126.988422283524,37.5675003209482,정좌표
3,13203,세계일류상품,(주)디어포스,윤호철,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,인천 서구 가좌로83번길 52 (가좌동),126.680458066334,37.4841017256346,정좌표
4,13204,세계일류상품,(주)메드스타,어금,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,경기 의왕시 고래들길 35-12 (오전동),126.963070672447,37.3585117147062,정좌표
5,13205,세계일류상품,디에스티(주),김윤기/양성문,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,경상남도 창원시마산회원구 봉암공단로 62 ,128.600155424234,35.2135052512712,정좌표
6,13206,세계일류상품,(주)일승,손지익,기타 운송장비 제조업,선박 및 보트 건조업,부산 강서구 녹산산단165로14번길 31 (송정동),128.83873188286,35.0902599760609,정좌표
7,13207,세계일류상품,한국엔지니어링플라스틱(주),CaamanoJr.John,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,"서울 중구 소공로 94 14층 (소공동, OCI빌딩)",126.980440302418,37.563362080029,정좌표
8,13208,세계일류상품,일진제강(주),이교진,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",전북 임실군 임실읍 호국로 1746 외 2필지 (일진제강),127.292112488278,35.6166110957962,정좌표
9,13209,세계일류상품,(주)오케이에프,이연한,도매 및 상품 중개업,상품 중개업,서울특별시 강남구  학동로21길 54-0 (논현동),127.026136520372,37.5164721859265,정좌표
10,13210,세계일류상품,금호피앤비화학(주),신우성,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,전라남도 여수시 여수산단2로 218 ,127.65351931689,34.8141395300027,정좌표
11,13211,세계일류상품,범일금고(주),조계원,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경기 파주시 파주읍 파주1리 292-4번지,126.802203036922,37.8516056687646,정좌표
12,13212,세계일류상품,(주)푸른기술,함현철,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,서울 서초구  효령로60길 23-10 (서초동) 2층,127.019394718634,37.484426444801,정좌표
13,13213,세계일류상품,(주)삼영에스앤씨,박상익,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,경기도 성남시 중원구 둔촌대로 446 ,127.165488336672,37.4319288272232,정좌표
14,13214,세계일류상품,한성푸드영농조합법인,김종남,식료품 제조업,기타 식품 제조업,전남 고흥군 동강면 죽암로 13 ,127.335795031004,34.7850422390857,정좌표
15,13215,세계일류상품,(주)스마트카라,배성우,전기장비 제조업,가정용 기기 제조업,경남 양산시 어곡공단로 52 2층(어곡동),129.022100864393,35.3766813083935,정좌표
16,13216,세계일류상품,(주)케이씨텍,고석태/이정호,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기도 안성시 미양면 제2공단2길 39 (미양면),127.258359190242,36.9805208644635,정좌표
17,13217,세계일류상품,아이스파이프(주),이석호,전기장비 제조업,전구 및 조명장치 제조업,"서울 금천구 가산디지털1로 219 1309호 (가산동, 벽산디지털밸리6차)",126.878992090211,37.4844985510216,정좌표
18,13218,세계일류상품,(주)지엠에스,윤근진/윤영숙,산업용 기계 및 장비 수리업,산업용 기계 및 장비 수리업,경기 양주시 은현면 검준2길 201-22 2층,126.997622984352,37.8564968215764,정좌표
19,13219,세계일류상품,비앤알(주),배경철,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,인천 남동구 승기천로 150 80B 12L 남동공단 (고잔동),126.686682870426,37.4050297197257,정좌표
20,13220,세계일류상품,와이아이케이(주),최명배,전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,"경기 성남시 분당구 판교로255번길 28 7층 (삼평동, 디에이치케이솔루션빌딩)",127.100606207162,37.4054229928167,정좌표
21,13221,세계일류상품,(주)제이앤드에프,김용칠/이원준,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"대전광역시 대덕구  대화로106번길 55 (대화동, 2공단 비-5)",127.405936582718,36.3688260239598,정좌표
22,13222,세계일류상품,(주)일렘테크놀러지,배상현,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,"서울 중구 퇴계로 173 19층 1907호 (충무로3가, 남산스퀘어)",126.99105893207,37.5618264672695,정좌표
23,13223,세계일류상품,(주)대성토이즈,이정민,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,부산 사하구 신산로 139 (신평동),128.970389521182,35.0901096635796,정좌표
24,13224,세계일류상품,엘베스트지에이티(주),손경호,도매 및 상품 중개업,기타 전문 도매업,서울특별시 강남구 남부순환로 2621 (서브원 강남빌딩 10층),127.036621970097,37.4852546636644,정좌표
25,13225,세계일류상품,(주)프로테옴텍,임국진,연구개발업,자연과학 및 공학 연구개발업,"서울특별시 강서구 양천로 401 7층 2호 (가양동, 강서한강자이타워 A동)",126.84866791886,37.5651410878183,정좌표
26,13226,세계일류상품,(주)제이엠씨,정원식,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,울산 울주군 온산읍 이진로 71 ,129.336733806212,35.429720018824,정좌표
27,13227,세계일류상품,(주)메덱셀,김희남,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,경기 안성시 금광면 금광오산로 252 ,127.319181709093,36.9979581565369,정좌표
28,13228,세계일류상품,(주)봉추푸드시스템,장준수,음식점 및 주점업,음식점업,서울 강남구 봉은사로 516 507 (삼성동),127.055997066101,37.5132384968923,정좌표
29,13229,세계일류상품,디에스알 제강(주),홍하종,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,전남 순천시 서면 산단1길 15 (DSR제강),127.508639949152,34.9843224478573,정좌표
30,13230,세계일류상품,(주)코카브,김창곤,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",충청북도 청주시 청원구 오창읍 원리여천길362-35 ,127.478977283268,36.7679297204016,정좌표
31,13231,세계일류상품,(주)정우카프링,유인태,1차 금속 제조업,1차 철강 제조업,경남 김해시 상동면 동북로437번길 83-16 (정우카프링),128.962918328124,35.3083244345284,정좌표
32,13232,세계일류상품,웅진식품(주),이지호,음료 제조업,비알코올음료 및 얼음 제조업,충남 공주시 유구읍 유구마곡사로 136-24 ,126.965514391954,36.5518827352285,정좌표
33,13233,세계일류상품,훌루테크(주),윤영호,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경남 창원시 성산구 공단로98번길 6 (신촌동),128.635600132147,35.2120632370534,정좌표
34,13234,세계일류상품,(주)이수화학,류승호,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,"서울 서초구 사평대로 84 (반포동, 이수화학)",126.993879339943,37.4980216322579,정좌표
35,13235,세계일류상품,(주)알파홀딩스,김영선/구희도,"건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업","경기 성남시 분당구 판교로 344 (삼평동, 엠텍아이티타워 8층)",127.11228519432,37.4018845765816,정좌표
36,13236,세계일류상품,제이더블유생명과학,차성남,의료용 물질 및 의약품 제조업,기초 의약물질 및 생물학적 제제 제조업,충남 당진시 송악읍 한진1길 28 (제이더블유생명과학주식회사),126.765726031895,36.9674772967493,정좌표
37,13237,세계일류상품,(주)삼양바이오팜,엄태웅,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,"경기 성남시 분당구 판교로 295 (삼평동, 삼양디스커버리센터)",127.107089278019,37.4036341214089,정좌표
38,13238,세계일류상품,(주)오엠푸드,박성우,사업지원 서비스업,기타 사업지원 서비스업,"서울특별시 성북구 동소문로17길 8, 1층(동소문동6가, 메트로빌)",127.015012142013,37.5928197728879,정좌표
