company,salTpNm,minSal,maxSal,holidayTpNm,minEdubg,career,empTpCd,jobsCd,regDt,closeDt,region_1,region_2,basicAddr,smCo,coTp
롯데건설㈜,연봉,45000000,0,주5일근무,대졸(2~3년),경력,20,140200,22-01-18,채용시까지  22-03-11,인천,인천 미추홀구,인천광역시 미추홀구 인주대로503번길 76,N,01
(주)한화건설,연봉,40000000,0,주6일근무,학력무관,관계없음,20,140206,22-01-13,채용시까지  22-03-11,인천,인천 중구,인천광역시 중구 용유로 700,N,01
(주)한화건설,연봉,40000000,0,주6일근무,학력무관,관계없음,20,304002,22-01-13,채용시까지  22-03-11,인천,인천 중구,인천광역시 중구 용유로 700,N,01
동부건설(주),월급,3000000,4000000,주6일근무,대졸(2~3년),신입,20,706000,22-01-13,22-03-11,인천,인천 남동구,인천광역시 남동구 장도로 67,N,01
홈플러스(주),시급,9160,9160,주5일근무,학력무관,관계없음,20,615102,22-01-12,채용시까지  22-03-10,인천,인천 남동구,인천광역시 남동구 경원대로 971,N,01
(주)포스코건설,월급,2500000,0,주5일근무,대졸(2~3년),경력,20,140303,22-01-07,채용시까지  22-02-06,인천,인천 중구,인천광역시 중구 공항동로1길 19-18,N,01
(주)한화건설,연봉,30000000,40000000,주5일근무,대졸(2~3년),관계없음,20,028301,22-01-06,채용시까지  22-03-05,인천,인천 연수구,인천광역시 연수구 넘말로79번길 38-13,N,01
씨제이프레시웨이주식회사,시급,9160,9160,주5일근무,학력무관,관계없음,20,531205,22-01-06,채용시까지  22-03-05,인천,인천 남동구,인천광역시 남동구 남동동로138번길 15,N,01
(주)케이엠앤아이,월급,2000000,0,주5일근무,고졸,경력,20,028302,22-01-05,채용시까지  22-03-04,인천,인천 서구,인천광역시 서구 백범로 614,N,01
㈜한양,월급,4000000,0,주5일근무,대졸(2~3년),경력,21,140203,22-01-05,채용시까지  22-03-03,인천,인천 서구,인천광역시 서구 청라한내로 96,N,01
한신공영(주),월급,5500000,6000000,주5일근무,고졸,경력,20,140206,21-12-29,채용시까지  22-02-27,인천,인천 중구,인천광역시 중구 은하수로 294,N,01
씨제이프레시웨이주식회사,시급,9160,9160,주5일근무,학력무관,관계없음,21,532301,21-12-24,채용시까지  22-02-22,인천,인천 서구,인천광역시 서구 첨단동로 374,N,01
(주)포스코건설,월급,2500000,3000000,주5일근무,학력무관,관계없음,20,140305,21-12-23,채용시까지  22-02-22,인천,인천 연수구,인천광역시 연수구 아카데미로 209,N,01
씨제이프레시웨이주식회사,시급,9160,0,주5일근무,학력무관,관계없음,20,532301,21-12-22,채용시까지  22-02-21,인천,인천 부평구,인천광역시 부평구 동수로 56,N,01
(주)포스코건설,연봉,30000000,60000000,주5일근무,학력무관,경력,20,140206,21-12-21,채용시까지  22-02-20,인천,인천 연수구,인천광역시 연수구 인천타워대로 201,N,01
(주)대원고속,월급,2000000,2000000,주5일근무,학력무관,관계없음,10,531205,21-12-15,채용시까지  22-02-14,인천,인천 미추홀구,인천광역시 미추홀구 예술로 85,N,01
씨제이프레시웨이주식회사,월급,2400000,2400000,주5일근무,학력무관,관계없음,20,532302,21-12-14,22-02-13,인천,인천 중구,인천광역시 중구 제2터미널대로 446,N,01
롯데건설㈜,연봉,36000000,0,주6일근무,학력무관,관계없음,20,140206,22-02-03,22-02-28,광주,광주 서구,광주광역시 서구 무진대로 976,N,01
교보생명보험(주),시급,9160,9300,주5일근무,고졸,경력,20,029506,22-01-26,22-03-25,광주,광주 북구,광주광역시 북구 금남로 136,N,01
(주)빙그레,연봉,32000000,34000000,주5일근무,고졸,신입,10,026301,22-01-25,22-02-10,광주,광주 광산구,광주광역시 광산구 하남산단10번로 48,N,01
한신공영(주),월급,4000000,5000000,주5일근무,고졸,경력,20,140206,22-01-21,채용시까지  22-03-18,광주,광주 동구,광주광역시 동구 중앙로 198,N,01
(주)한화건설,연봉,36000000,50000000,주5일근무,학력무관,관계없음,20,140305,22-01-17,채용시까지  22-03-15,광주,광주 동구,광주광역시 동구 필문대로192번길 21,N,01
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-17,채용시까지  22-03-04,광주,광주 동구,광주광역시 동구 금남로 190,N,01
대우조선해양건설(주),월급,4500000,0,주5일근무,학력무관,경력,20,140206,22-01-12,채용시까지  22-03-11,광주,광주 광산구,광주광역시 광산구 송도로114번길 53,N,01
대우조선해양건설(주),월급,2000000,2000000,주5일근무,고졸,관계없음,20,027203,22-01-12,채용시까지  22-02-28,광주,광주 광산구,광주광역시 광산구 송도로114번길 53,N,01
주식회사 아성다이소,월급,1393050,1393050,주6일근무,학력무관,관계없음,20,616101,22-01-07,채용시까지  22-03-06,광주,광주 광산구,광주광역시 광산구 용아로 406,N,01
피에스앤마케팅(주),연봉,27000000,0,주5일근무,학력무관,관계없음,20,615201,22-01-04,채용시까지  22-03-03,광주,광주 광산구,광주광역시 광산구 임방울대로 215,N,01
(주)에스텍시스템,월급,1920000,1920000,주5일근무,학력무관,관계없음,10,561101,21-12-13,채용시까지  22-02-12,광주,광주 광산구,광주광역시 광산구 하남산단6번로 107,N,01
한국앤컴퍼니(주),시급,9160,0,주5일근무,고졸,관계없음,20,028307,22-01-28,채용시까지  22-03-27,대전,대전 대덕구,대전광역시 대덕구 대전로1331번길 185,N,01
제일사료(주),월급,1000000,0,주5일근무,학력무관,신입,20,890003,22-01-27,22-02-13,대전,대전 유성구,대전광역시 유성구 테크노2로 136,N,01
제일사료(주),월급,1950000,0,주5일근무,학력무관,관계없음,20,890003,22-01-27,22-02-13,대전,대전 유성구,대전광역시 유성구 테크노2로 136,N,01
씨제이프레시웨이주식회사,월급,1914440,0,주5일근무,학력무관,관계없음,20,532300,22-01-21,채용시까지  22-03-20,대전,대전 서구,대전광역시 서구 관저동로 158,N,01
한신공영(주),연봉,35000000,55000000,주5일근무,학력무관,경력,10,140206,22-01-20,채용시까지  22-03-18,대전,대전 중구,대전광역시 중구 우암로 17,N,01
씨제이프레시웨이주식회사,시급,9160,0,주5일근무,학력무관,관계없음,20,531204,22-01-11,채용시까지  22-02-28,대전,대전 유성구,대전광역시 유성구 계룡로 150,N,01
메리츠화재해상보험(주),월급,2000000,2000000,주5일근무,고졸,경력,11,029204,22-01-06,22-02-05,대전,대전 중구,대전광역시 중구 계룡로 800,N,01
(주)한화건설,연봉,24000000,32000000,주5일근무,학력무관,관계없음,20,027203,21-12-15,채용시까지  22-02-14,대전,대전 동구,대전광역시 동구 안골로 11,N,01
(주)한화건설,연봉,40000000,70000000,주5일근무,학력무관,관계없음,20,140305,21-12-15,채용시까지  22-02-14,대전,대전 동구,대전광역시 동구 안골로 11,N,01
(주)한화건설,연봉,36000000,48000000,주5일근무,대졸(2~3년),관계없음,20,307900,21-12-15,채용시까지  22-02-14,대전,대전 동구,대전광역시 동구 안골로 11,N,01
현대엔지니어링(주),연봉,37000000,44000000,주5일근무,고졸,경력,20,702901,22-01-20,채용시까지  22-02-06,울산,울산 북구,울산광역시 북구 동해안로 1621,N,01
현대엔지니어링(주),연봉,32000000,48000000,주5일근무,고졸,경력,20,026301,22-01-18,채용시까지  22-02-06,울산,울산 북구,울산광역시 북구 염포로 700,N,01
현대엔지니어링(주),연봉,32000000,55000000,주5일근무,대졸(2~3년),경력,20,702901,22-01-18,채용시까지  22-02-06,울산,울산 북구,울산광역시 북구 염포로 700,N,01
(주)한화건설,연봉,30000000,45000000,주5일근무,대졸(2~3년),경력,20,028400,22-01-11,채용시까지  22-03-10,울산,울산 울주군,울산광역시 울주군 서생면 해맞이로 924,N,01
디엘건설 주식회사,연봉,30000000,35000000,주5일근무,학력무관,관계없음,20,013400,22-01-07,채용시까지  22-03-06,울산,울산 울주군,울산광역시 울주군 언양읍 니리미1길 11,N,01
대상주식회사,연봉,28000000,29000000,주5일근무,학력무관,관계없음,10,617902,22-01-04,채용시까지  22-03-03,울산,울산 남구,울산광역시 남구 삼산로318번길 26,N,01
금호건설 주식회사,월급,3000000,5000000,주5일근무,대졸(2~3년),경력,20,140300,22-01-03,채용시까지  22-03-02,울산,울산 울주군,울산광역시 울주군 청량읍 상남길 65-41,N,01
씨제이프레시웨이주식회사,시급,9160,9160,주5일근무,학력무관,관계없음,20,532300,21-12-30,채용시까지  22-02-12,울산,울산 울주군,울산광역시 울주군 온산읍 산암로 148,N,01
디엘건설 주식회사,월급,2400000,0,주5일근무,학력무관,경력,20,027203,21-12-23,채용시까지  22-02-20,울산,울산 북구,울산광역시 북구 농서로 376-6,N,01
현대엔지니어링(주),연봉,38000000,42000000,주5일근무,고졸,경력,20,702901,21-12-22,채용시까지  22-02-20,울산,울산 남구,울산광역시 남구 번영로 223,N,01
(주)에스텍시스템,월급,2500000,2500000,주5일근무,고졸,경력,20,702901,22-02-04,22-02-18,세종,세종,세종특별자치시  도움1로 7,N,01
한신공영(주),월급,2500000,0,주5일근무,고졸,경력,20,027100,22-02-03,채용시까지  22-03-16,세종,세종,세종특별자치시  다솜1로 20,N,01
(주)에스텍시스템,월급,1925000,1925000,주5일근무,학력무관,경력,20,561101,22-01-26,22-03-25,세종,세종,세종특별자치시  도움1로 7,N,01
한신공영(주),연봉,45000000,55000000,주5일근무,대졸(2~3년),경력,20,140303,22-01-25,22-02-25,세종,세종,세종특별자치시  조치원읍 충현로 40,N,01
한신공영(주),월급,4200000,4600000,주5일근무,대졸(2~3년),경력,20,140305,22-01-25,채용시까지  22-02-14,세종,세종,세종특별자치시  조치원읍 충현로 40,N,01
(주)교원프라퍼티,월급,2400000,2500000,주5일근무,대졸(2~3년),관계없음,10,026203,22-01-20,채용시까지  22-03-15,세종,세종,세종특별자치시  한누리대로 249,N,01
한신공영(주),월급,2200000,0,주5일근무,고졸,경력,20,027208,22-01-14,채용시까지  22-03-12,세종,세종,세종특별자치시  조치원읍 충현로 40,N,01
한신공영(주),월급,5000000,6000000,주5일근무,고졸,경력,20,140206,22-01-14,채용시까지  22-02-14,세종,세종,세종특별자치시  조치원읍 새내13길 12,N,01
지에스건설(주),월급,2700000,0,주6일근무,학력무관,관계없음,20,706000,22-01-10,채용시까지  22-03-09,세종,세종,세종특별자치시  미리내로 77-5,N,01
계룡건설산업(주),월급,2100000,0,주5일근무,고졸,관계없음,20,029500,22-01-03,채용시까지  22-03-02,세종,세종,세종특별자치시  조치원읍 봉산로 289,N,01
현대엔지니어링(주),연봉,38000000,42000000,주5일근무,대졸(2~3년),경력,20,140200,21-12-16,채용시까지  22-02-15,세종,세종,세종특별자치시  세종로 1232,N,01
한화호텔앤드리조트(주),월급,1900000,2600000,,고졸,관계없음,10,541300,21-12-13,채용시까지  22-02-08,세종,세종,세종특별자치시  부강면 부강금호로 37,N,01
주식회사 에스씨케이컴퍼니,시급,9700,0,주5일근무,학력무관,관계없음,10,531700,22-02-04,채용시까지  22-04-02,경기,경기 군포시,경기도 군포시 산본로343번길 9,N,01
한국조선해양(주),연봉,35020000,0,주5일근무,대졸(2~3년),관계없음,20,029506,22-02-04,22-02-13,경기,경기 성남시 분당구,경기도 성남시 분당구 분당로 55,N,01
메리츠화재해상보험(주),월급,1914440,2400000,주5일근무,학력무관,관계없음,20,032300,22-02-04,채용시까지  22-02-18,경기,경기 부천시,경기도 부천시 송내대로 80,N,01
(주)농심,월급,3300000,0,주5일근무,고졸,신입,10,873301,22-02-04,22-02-28,경기,경기 군포시,경기도 군포시 농심로 35,N,01
(주)농심,월급,3300000,0,주5일근무,고졸,신입,10,853102,22-02-04,22-02-25,경기,경기 평택시,경기도 평택시 포승읍 포승공단순환로 245,N,01
(주)케이씨씨,연봉,26000000,27000000,주5일근무,고졸,신입,20,027200,22-02-04,채용시까지  22-02-19,경기,경기 안성시,경기도 안성시 서운면 제4산단로 100,N,01
주식회사 에스씨케이컴퍼니,시급,9700,0,주5일근무,학력무관,관계없음,10,531700,22-02-04,채용시까지  22-04-02,경기,경기 의왕시,경기도 의왕시 안양판교로 89,N,01
(주)에스텍시스템,월급,2700000,2700000,주5일근무,고졸,관계없음,20,562900,22-02-04,22-02-28,경기,경기 이천시,경기도 이천시 모가면 공원로 64,N,01
주식회사 에스씨케이컴퍼니,시급,9700,0,주5일근무,학력무관,관계없음,21,531700,22-02-04,채용시까지  22-04-02,경기,경기 안양시 동안구,경기도 안양시 동안구 평촌대로 123,N,01
주식회사 에스씨케이컴퍼니,시급,9700,0,주5일근무,학력무관,관계없음,10,531700,22-02-04,채용시까지  22-03-27,경기,경기 과천시,경기도 과천시 중앙로 129,N,01
(주)대우건설,연봉,38000000,0,주6일근무,대졸(2~3년),관계없음,20,140206,22-02-03,채용시까지  22-02-28,경기,경기 용인시 기흥구,경기도 용인시 기흥구 덕영대로2077번길 6,N,01
(주) 이마트에브리데이,월급,1676280,1795360,주6일근무,고졸,관계없음,11,617902,22-02-03,채용시까지  22-02-20,경기,경기 성남시 분당구,경기도 성남시 분당구 정자일로 242,N,01
(주)아워홈,시급,9160,0,주5일근무,학력무관,신입,10,531700,22-02-03,22-02-17,경기,경기 의왕시,경기도 의왕시 성고개로 59,N,01
(주)에스텍시스템,월급,2650000,0,주5일근무,학력무관,관계없음,10,541901,22-02-03,채용시까지  22-04-02,경기,경기 양평군,경기도 양평군 양평읍 중앙로 260,N,01
(주)한화건설,연봉,40000000,70000000,주5일근무,대졸(2~3년),관계없음,20,140305,22-02-03,22-02-28,경기,경기 고양시 일산동구,경기도 고양시 일산동구 월드고양로 94,N,01
(주)에스텍시스템,연봉,36000000,37200000,주5일근무,고졸,경력,20,834002,22-02-03,22-02-21,경기,경기 성남시 분당구,경기도 성남시 분당구 황새울로 326,N,01
현대엔지니어링(주),연봉,24000000,0,주5일근무,학력무관,신입,20,026104,22-02-03,22-03-27,경기,경기 의정부시,경기도 의정부시 시민로 440,N,01
홈플러스(주),연봉,25000000,30000000,주5일근무,학력무관,관계없음,10,890006,22-01-28,22-02-18,경기,경기 안성시,경기도 안성시 보개면 보개원삼로 699,N,01
홈플러스(주),연봉,25000000,30000000,주5일근무,학력무관,관계없음,10,028300,22-01-28,22-02-18,경기,경기 안성시,경기도 안성시 보개면 보개원삼로 699,N,01
온세미컨덕터코리아(주),연봉,29700000,29700000,주5일근무,고졸,관계없음,20,890003,22-01-28,22-02-06,경기,경기 부천시,경기도 부천시 평천로850번길 55,N,01
현대트랜시스 주식회사,월급,2100000,2100000,주5일근무,고졸,관계없음,20,151300,22-01-28,채용시까지  22-02-11,경기,경기 화성시,경기도 화성시 남양읍 현대기아로 95,N,01
롯데건설㈜,시급,9160,0,주5일근무,고졸,관계없음,20,029506,22-01-28,채용시까지  22-03-15,경기,경기 광명시,경기도 광명시 자경로 85,N,01
풀무원식품주식회사,월급,2500000,2600000,주5일근무,고졸,경력,20,561101,22-01-27,채용시까지  22-02-19,경기,경기 의왕시,경기도 의왕시 안양판교로 476,N,01
(주)한샘,연봉,29500000,0,주5일근무,고졸,관계없음,10,028404,22-01-27,채용시까지  22-03-26,경기,경기 시흥시,경기도 시흥시 엠티브이북로 19,N,01
(주)롯데알미늄,연봉,30000000,32000000,주5일근무,학력무관,관계없음,20,826900,22-01-26,채용시까지  22-03-23,경기,경기 평택시,경기도 평택시 산단로16번길 43,N,01
(주)롯데알미늄,연봉,30000000,32000000,주5일근무,학력무관,관계없음,20,834004,22-01-26,채용시까지  22-03-23,경기,경기 평택시,경기도 평택시 산단로16번길 43,N,01
(주)롯데알미늄,연봉,30000000,32000000,주5일근무,학력무관,관계없음,20,834004,22-01-26,채용시까지  22-03-23,경기,경기 안산시 단원구,경기도 안산시 단원구 해안로 201,N,01
씨제이프레시웨이주식회사,시급,9160,9160,주5일근무,학력무관,관계없음,20,532302,22-01-26,채용시까지  22-03-06,경기,경기 안양시 동안구,경기도 안양시 동안구 동편로 91,N,01
롯데건설㈜,월급,3800000,0,주5일근무,대졸(2~3년),관계없음,20,140206,22-01-26,채용시까지  22-03-25,경기,경기 오산시,경기도 오산시 독산성로 425,N,01
